,q_a,label
389,whatever your a fake  and have nothing good to do with your life.,1
390,whats wrong chicken little pussy?,1
391,when they mean fake  they mean your attitude is fake and your personality  not if shes dead or alive..um just saying ppl.,1
392,Who is a weirdo now. its you who spells time wrong haha. u fool,1
393,Why are you stealing pics from Cheyenne?  She has videos.,1
394,why do you always feel the need to tell the whole world how people hit on you all the time. if their creepy its not much of a bragging right just kinda conceited sounding. just saying. grow inteligent u foorl. hv a life,1
395,would you let jake do you sideways,1
396,Yo dumbsta baby  shut up or imma rip out yo weave you tranny! lmao this is jo  and i love you.,1
397,you are terribly rude to everyone  i am sick of it. you abuse every good thing that happens to you and destroy it with hate and fake smiles. By the way be careful who you trust. dead or alive. just a heads up from someone who still cares.,1
398,You didn't get a brain that day either. They were only handing them out to people who would use them.,1
399,you guys SHES NOT FAKE! got it? good. when she still went to my school she was out there with the fact shes a hoe. im glad shes staying in texas they can have her,1
400,Your bio is quite interesting  it says  booo you whore. Are you talking about yourself? I am very confused.,1
401,Your face is such a mess  why don't you get your dog something different to chew on?,1
402,Your obsessed about how you look.,1
403,your so fake  go suck a VAG!,1
404,your so hot you give me woooddddddddddddddddddddddddddd,1
405,your so stupid  you say your not pretty to people so they can be like oh your so pretty blah-blah-blah!! so can you stop?? i mean i totally agree with you  your ugly as shit  no worse than ugly as shit  so go die.,1
406,your the ugliest person i know,1
407,zip it dumpster baby? can you get anymore lesbian?,1
408,Are you having a great Xmas. how is ur pussy. red? :D:D:D:D,1
409, u got herpes,1
410,i bet you are a .............................NEMO........................STAR.............................SHIT >>..................................COW FAGGET lol,1
411,Need advice? Well then Ask That Chick. she is a whore,1
412,r u retarded ? :P jking,1
413,YO MOM CHEST HAIRS love @TaylorStack :),1
414,dont u worry im not blackmailing you lol. i would never tell anyone no matter what lol only i know the answer lol,0
415,If people with one arm go to get their nails done  do they pay half price?,0
416,If you mated a bull dog and a shit u  would it be called a bullshit?,1
417,fuck u bitch,1
418,Why do they call him Donkey Kong? he is a asshole though,1
419,Your lying to yourself if you think changing ur appearance and getting tattoos will make people not recognize how ugly you are on the inside. enough said,1
420,are you a hoe fa sho?,1
421,cool  when can you sneak out? and how long can we fuck,1
422,Do you like sex?,1
423,how many times have you been fucked?,1
424,im a guy why cant we just fuck and get it over with girl?:],1
425,No. Stop fucking lying. You used to smoke. We ARE NOT STTUPPPIDDDDDDD!! I myself have smoked with yuu before.,1
426,oh get over yourself. i dont look everyday  it sends me an email every time you answer.,0
427,so i know you dont smoke anymore nd stuff but like i have this really good shit and when we used to smoke together it was way fun cuz ur even morrre fun when ur high. soo please? just a couple bowls??,1
428,that wasnt me. why would i say i love you?,1
429,Ur gunna get jumped. U stupid bitch.,1
430,Well if you don't want people to be judging or asking  then why set it as your backround picture?? u fake,1
431,What was the worst concert you went to?,0
432,where do you live?,0
433,where in Billings and can you sneak out sometime? lest fuck,1
434,Who asked how many times you have been fucked?????????,1
435,who did you last go out with for fuck? cameren loomen?,1
436,why are you such a bitch/whore cunt?r i hate ur guts,1
437,why cant we just fuck and get it over with girl?:],1
438,im better than you :),1
439,Pshhhhhh you dont know shit about MW2...Get on my level then maybe we'll talk. grow brain. Hahahaha,1
440,old enough doesnt answer my question...lol  how old are u?,0
441,do you eat ass keep it a buck,1
442,don't call yourself shady. that's my nickname BITCH;DxP,1
443,dont talk to rubinathy15 she is stupid,1
444,fagg,1
445,go away u mad corny,1
446,i hate u jade,1
447,YELL AT THIS NIGGUH AND PASS THE LINK ON. let fuck her toether,1
448,i don't listen to the radio  i just surf thru random channels and i'll hear the song on tv or something.,0
449,I wubbbbb you(:,0
450,Im a gay haha. u fag,1
451,lemme fuck  ur pussy  babyy<3,1
452,omg have you seen the pictures of u on. u look horny bitch lol,1
453,r u gay?,1
454,REALLY? YU MUST B NEW  pussy for fuck ,1
455, ur Softyass LMAOO,1
456,whens the last time you jacked off u shit?,1
457,wuhhddup wit ur wannna be gangbangin white boy look hahaha straight up lame!!!,1
458,your top 5 ugliest people ive ever seen,1
459,austins new gf is ugly as fuxkkk! lolz he did a downgrade honey! ur better :Pg,1
460,austins new girllfriend is not uglly   she is way way better than your nasty asss willll ever be. Ha evven youur so callled bestfriend katellyn aggress that kristens pretty tighht.,1
461,brittany is from MAYODAN abbie aint from ellisboro  either.dumbass....and the lst 2 aintchur girls they dont evn lik u.,1
462,damnn jordan youh got some HATERSS.! step on nem bitchess.! aha i love youhh <3 fuck the bulshiit and the dirtyy slutts it came outt of. lets fuck them toether!!,1
463,Does Austin have a big or small dick,1
464,Excuse me  but whoever the fuck that is under me can shut their fucking mouth  you don't tell someone to go kill themselves motherfucker you go kill your self  seeing as you have nothing better to do then lurk her formspring.,1
465,haha ewie your ugly nasty ass bitch!,1
466,How many times did you and that douche have sex,1
467,i love me some jordann  fuck those shittalkers (:,1
468,idk why you let austin take ur v  i mean he's fucked a million other bitches hahahhah it aint lik it ment anything to him,1
469,jordan leigh baby girl no matter what happens in life you are always and forever my best friend <3 3 you mean the world to me FUCK OTHER SHADY BITCHES (: im always gonna be here <3 i love you so much jordankinpoonanners <3,1
470,let's jump them..,1
471,that stupid bitch amber that went to our school tries to act like she ran our fucking school! we should put that bitchx back in her fucking place!,1
472,Uhmm  the commment up unnder me saays so   maybbbe you shoullld believe me abbout katelynnnnnnnnnnnn. she was a whore :p,1
473,we can sit up on nem hills or we can sit up on nem bricks!,0
474,your mom  boobies are my passion!,1
475,)u fucking haterssssss,1
476,2 weeks? WOW i totally change my mind!! thats like sooooo long! im sorry i ever said anything,0
477,actually i dont have a fromspring account and yea i'll say my name im never going to see your little pathetic self again. daniela happy?! are you going to stop looking like a hoe?,1
478,all u haterz need to stop hateing and suck a dick cause none of u know laura ur just hateing cause u jealous or u really wanna be like her maybe u haters sould get to know her shes a way better person then all you low lifes ;p,1
479,are you a virgin???,1
480,because you're stupid.,1
481,bitch get one thing straight toney well never go out ur pretty but ur such a bitch on the inside sorry but i dont like you no one does the only reson people are nice to u is cause of ur sister so stop thinking ur hot shit and be urself,1
482,bro are you kidding me??? fuck her,1
483,DAMN GIRL COVER UP UR DAMN ASS BOOBIES!!,1
484,Did you hangout with moises today  because i saw his status and it said your name?? and if you did  how do you even know him like your in 7th grade for crying out loud???,1
485,do u like kasey conde as a friend?? i hate him,1
486,fuck ur mom pussy,1
487,girl whoes saying its elizabeth coz its who the bitch,1
488,Guess who thisss is?? r I am not fakee AT ALL . ur the fake one. Go find something better to do with yourself.,1
489,have u given any BJ's??,1
490,have you boob fucked?,1
491,hey laura  its mike=0,0
492,hey this is actually Danny Grammes who  is writing shit and putting my name,1
493,hey you horny ;),1
494,hi no offence but i kinda think ur a slut and i dont wanna talk shit but ru be honest,1
495,hop off porch monkey  she mine<333 member this babe it tony your fatherfucker,1
496,hop off porch monkey  she mine<333 member this babe it tony your fatherfucker,1
497,How does tonys mouth taste like ?,1
498,how old r u?? ur soooo cute and cool........NAWTTTTTTTT your a ugly little slut i bett ur gonna have a baby by the time u turn 13 you think its all cute to be on every guy its not everyone just thinks ur annoying!!!!!!! act ur age,1
499,i hate ur mother,1
500,i agreee stop being such a slut and act ur age!,1
501,I don't like you ugly ass hoe. I bet your LESBAIN. You look like it. I bet when you older I'll see you in a anonymous porn ad. BTW I heard you stuff your bra...Hahahhaaaa No boobs!r,1
502,i fucked anthony u dumb hoe bitch and just to tell u im hesica,1
503,i jizz to your pics alllllll the time.r :],1
504,i squirt sperm to your pictures,1
505,i wanna fite u,1
506,i want a blow job,1
507,i would watch out for rachel just sayinnnnn' she is a fake person.....,1
508,If you think i care about what you think of me  then you've highly over estimated my opinion of you! bitch/,1
509,Is it ok if I've jizzed to pics of you before?,1
510,Just admit ur a lesbian drug addict who flirts with guys  it's okay(:,1
511,knock a bitch out and fight,1
512,laura my love dont listen to the pathetic little bitches that wish and hope they were you.you are wonderful and beautiful and smart and all the shit talkers are just little pussys because i bet they would never say that stuff to your face...p.s iloveyou<3,1
513,Leave Kasey alone  she's a hell of a lot nicer than you  so why don't YOU shut yo damn mouf (Yes  i on purposely spelled those word's wrong  no need to correct me),1
514,Lmao laura your pathetic  you mean moises hung out with your sister  and her friends not you cause why would moises want to hangout with a little incoming 8th grader. So stick to your 8th grade friends sweetie. OKay thanks bye (:,1
515,lol  its funnyyy howww its alll pusssys dowwn there .fuck them ,1
516,lol r u a lesbian?real talk.be honest.everyone says it lmaoooo.its ok if u r thats hot,1
517,love you hoee its daniela lenis !:),1
518,no im serious you wear too much makeup you should calm it down,1
519,now you want my last name? i dont think so. i already gave you my name. you dont need to know anything except that you wear WAY to much makeup!,1
520,oh well aren't you just the shiiit for hanging out with older people? get friends your own age  you dumb bitch.,1
521,ok really you put stupid skank  smd  or haha for your comebacks get some new  pussy for fuck ..your just embrassing yourselfr,1
522,people say ur a bitchh i didnt kno u lyk daht  then i saw katryna throo a corndog at ur head lmfaoo u are bitch. was the CORNDOG GOOR FERR UR HAIRR??(: good ferr mah sencve of huemr..lol,1
523,pop off porch monkey  shes mine. i want to fuck her,1
524,r u horny.lol seriously,1
525,Racooonn u shit stayy off maaa shitt please,1
526,really you actually think he would waste his time talking to you his 16 and a sophomore now why would he want to be friends with a 13 year old girl going to 8th grade especially since your one ugly hoe. So next time be careful in what you write,1
527,she opened up her mouth. i want to jerk there ,1
528,soo you thougt i was cute but now you hate me and dont talk to me fuck you,1
529,stop saying you're gonna do something about it if she flirts with guys  because im pretty sure camila and i would whoop your ass if you try touching laura. all of you little girls need to grow the fuck up you'll learn that being a bitch isn't that cool.,1
530,Thanks for your time to bitch I swear I would ughhhh elizabeth u062a rodriguez,1
531,you just TRASH!!,1
532,u can be a bitch sometimes and kinda stuck up and 4 some reason ppl like u...like some1 but im not gonna say theyre name(c***),1
533,u know if u wernt such a whore/bitch people wouldnt be haten on u.so stop calling people fat stop telling them there stupid and stop fucking calling me emo and well all be cool,1
534,u r such a conseded biatch u sure every body likes u u luv puting every body down and u tlk about ppl and when some body else dose it u make dem feel bad get a life,1
535,u think ur hot shit. your a fucking dumb little jit whore who hooks up with everybody. stop trying to grow up so fast your going to 8th haha,1
536,u told austin that u were never alex's friend but then u tell alex the opposite whats going on here? and who are u lying to?,1
537,vvv lmfao VIRGIN. not virginian xD,1
538,when you smile  you look like someone stuck two nuts in your cheeks. freaking chipmunk!!!,1
539,Where's your favorite place to buy clothes?,1
540,u just WHORE,1
541,why are you calling kasey a stupid skank when you dont even know her laura  that is just going to start some shitr,1
542,why are you friends with that hoe ass bitch daniela?,1
543,would u ever give me a blowjob and would u ever drink my sperm becuase i really want you too i wanna have sex with you so much its not even funny how hard i get over u,1
544,Wtf i just saw your pics and moises is in them like wtf since when is he friends with you especially since your in 8th grade like back off and stick to your own friends,1
545,wtf is up wit ur cheeks?? chipmunk much??,1
546,you act way too old for your age like real bitch,1
547,you all seriously need to stop talking to much crap about laura.r she may flirt alot  but not if that guy has a girlfriend.r and she's only talking to one guy  not many.r so you people need to stfu and hop offffff.,1
548,You are a beautiful girl and i dont think that you shoul do all the things that you do cause you are fucking up your life and doing all the bitch things! Sorry to say but you should to better with your life then just throw it away.....,1
549,you can suck the dick bitch dont try me little girl  dany,1
550,you have big feet <3,1
551,You look gay.,1
552,you should fade jhocelyn..,1
553,You're A Porch Monkey,1
554,you're not cool  suck my dick,1
555,your not amazing or GORGEOUS. i dont wanna be like you.<3,1
556,your boyfriend is only ugly ass mexican  like I'll give you props for going out with a junior  but he just flat out ugly so try going for guys your grade or something cause all you have now is a pothead and by the looks of it your heading in the same road,1
557,your in 7th grade. stop trying to grow up so fast  its not cute. you'll grow up at your own pace.,1
558,Your only in middle school  why would going out with 10th 11th high school guys seem like a good idea to you?  or anyone in your grade and age group actually.  it just doesn't make sense how that would even work anyways..,1
559,your so annoying,1
560,YOURR SUCHH A SLUUTTT,1
561,... i c aussies are starting to get smarter now a dayz lmao. she is a whore. her mother is a whore.,1
562,as of this moment...bitch  is showing her boobies,1
563,bastard is term of endearment and its suit best for u,1
564,you filty Crappers .. I was bout to get offline  but remembered I hadn't friggin spammed you today lol .. So  I'm dedicating half an hour  maybe an hour lmbo  to just asking you ish XD .. Sound good XD ?? .. Aiights ;) ..,1
565,damn homie... u know me too well =P,1
566,Did you know I can talk more siht bt u that anyone alive?,1
567,wanna my dick as  breakfast?,1
568,DU U eVA hAd eRotic thoughTs abouT me? DEScIBE ThEm,1
569,Ever jump off a ramp in a car? I have,0
570,fav,0
571,or god damn!,0
572,Has anyone ever told you that you are more full of siht than a Christmas turkey?,1
573,Have you ever heard of a rug? I was just wonder.lol,0
574,hey baby how u been havent see u for a long time =],0
575,hey sugar tits! wanna meet at night? i'll be racing my evo..metallic blue with white stripe on top...i got tinted front windows too. look for me!,1
576,hey u fucking jerk  i fucking hate  you u2665,1
577,How big of a flirt are you?,1
578,how big r ur boobs,1
579,How hard is it to get voted as your best stalker? **takes out pen and paper**,1
580,How many people have you slept with?,1
581,how often do you go out for fuck?,1
582,I bring my itouch as back up,1
583,i didnt workout again today..im just gonna redo the whole weekr,0
584,i hope bunz is ok,0
585,I know  u fuck her ..,1
586,i know exactly where u are...google map...satellite it. i will get u nd fuck u,1
587,i reckon i can beat u in swiming. then i u hv to show ur tits...,1
588,i talked to her this mornin at about 7.30am ,0
589,i wish they all can be australian girls...,0
590,I'm going to poke your eyeballs out .. Do you want to know why ?? .. Too bad  I'm not telling you :P ..,1
591,I've got a whopping great penis  can I put it inside of you?,1
592,If barbie is so popular why do you have to fuck all of her friends?(A taste of your own medicine! >:P),1
593,If I stopped fucking to you would you care?,1
594,If looks could give you aids would you make everybody blind?,1
595,Is your little sister retarted or what?,1
596,length or sideway fuck,1
597, i undastand ur obbsessed for fuck.,1
598,lmao uhh ok but mess up and ull wake up one day with lmafo..,0
599,LMFAO YOU CHANGE YOUR NUMBER AGAIN? SOME JUNGLE LMFAO VOICEMAIL GOES WITH UR NAME WTF wrong IS UP WITH YOUR NAME?,1
600,look at my pussy,1
601,NO! you're the fool ,1
602,no..your tit is the best...,1
603,Oh of course it works on everyone elses end lol,0
604,OH THANK YOU PPL - YES I ALWAYS DID THINK MY COUSIN WAS A WHORE.. NO OFFENSE TO HER.. but thank you for clarifying that. she is easier than a game of XandO's... and yes 479 - as of lastnight is the number.,1
605,ok this comes with a warning label first... my cousin has slept with 479 men - does this make her a whore/slut? is this number alot? would she have been better to get them to pay since she basically gives it away to anyone she meets in a bar?? ur opinion?,1
606,Ouch! O_o You just got buttfucked!,1
607,pardon me  i had the notion that you might be from asian?,0
608,pink wow if its pink,0
609,r Have you ever broken one,0
610,Sick .. fuck of u,1
611,since your an pussie do you fuck heavvy,1
612,so you and mr. big forehead are dating now  huh?,1
613,spamm me! u cunt :),1
614,great time with u gys,0
615,there sweet and delicioso!..i had to climd the tree though..!!!!!!!,0
616,There was this girl who I was kind of 'friends' with  who didn't like Emily so was spreading some rumours about her .. Said she was really a man lmbo .. Anyway  Emily heard that it was this girl  and barged into our class one day .. CONTINUE ..,1
617,to the anon. fuck u filthy anon.....,0
618,watching porn....and going to bed....=) night!,1
619,wears the weirdest/most interesting place a person has actually LICKED you????????,1
620,well  feel free to spam me still.....love u guys talk soon be good and play nicely :),0
621,WELL SINCE YOU DONT WANNA ANSWER YOUR PHONE ILL DROP YOUR CAR OFF THURSDAY SWEET.,0
622,were you ever the people who i would fuck until my ballas fall off,1
623,What is it like to sleepwalk? Do you know what you're doing?,0
624,what u doin...?,0
625,whats one thing you strongly about a male ,0
626,When is the last time you had a full body massage and had fuck?,1
627,where did u come up with the name for him?,0
628,Which is the one song that comes to your mind when you think of me? ,0
629,Why are cats free and dogs cost money?,0
630,why would some one hate u?,1
631,why would some one love u?,0
632,WUT BrA size U's GoT On?,1
633,WuT U FaVEs TyPE aSIaN????????????????????????????????????r,1
634,WUT UP MRS F. WanNA fUk?,1
635,yakka?,0
636,Yea you  FS is fucking retarded >:(,1
637,you call me fuck. fuck ur mom?,1
638,You work in a bank  right ??  ..,0
639,zoomike  zoorissa  zoonata idc.=p,0
640,.. are you gay?,1
641,abcdefghijklmnopqrstuvwxyz,0
642,Answer your questions bitch!! :L,1
643,Are you a homo or bi?,1
644,Aree Youu Gaayy;)x,1
645,Did you know  that i think your gay?,1
646,Did you know that you remind me of an old man?,1
647,Did you know you are a male anagram of hitler?,1
648,Did you know you smell like an old man?,1
649,Fanny or dick?,1
650,Have you ever visited porn website?,1
651,Hey my names harry beaver;) <3,0
652,I think your gay sorry.,1
653,I want your cock in my mouth.,1
654,I wouldn't say being gay was cool :L,1
655,I loveyou:D  suck my malteaser. x,1
656,I sitt truee that you are fuckcing stupid?,1
657,stop acting like you know everything. your fat. get over yourself you mouthy slag :L and no your not better then everyone else! (:,1
658,ur ugly and common,1
659,why are you so gay,1
660,why are you soo dumb :L,1
661,why are you soo fat :L,1
662,why are you soo dumb?,1
663,You HAVE to and MUST answer this! would you rather.. drink 10 year out of date milk or lick a camels foreskin then give matt wilson head. :),1
664,You put them in a circle shaped room and tell them to sit in the corner.,0
665,Your so pretty I just wish you'd gain some self confidence,1
666,Youu need to answer your questions you gay ;),1
667,fuck u bitches,1
668,fuck them hard]=,0
669,all those people are lying you're not cute VV]:,1
670,Am not! You r a hoe  a baybay.,1
671,and who are the hot chix you are talking about? ;),1
672,are u bi,1
673,ass face -_-,1
674,because i dont like to talk with u  much ahahaha,1
675,how it feels BEING* a hoe like u,1
676,dang i'm not rollin thaat kind of cash! but a question  what's something crazy you want to do before you die?,1
677,DID YOU JUST FUCKING SAY MY NAME,1
678,do you think you're some kind of cutie,1
679,do YOU wanna die?,1
680,does your dick have a name? hah,1
681,dont fucking talk to victor!,1
682,Emily must come first in terms of love but you can come first in terms of getting laid,1
683,f u,1
684,filthy mexican,1
685,fool! illll talk to you on myspace.fuck u,1
686,fu,1
687,fuck yo shit homie!,1
688,fuckin hate your ass.,1
689,Go read my formspring.r Ahora!,0
690,go to the movies wif me! DIDNT EVEN SEE YOU AT THE SHOW I WAS SHIRTLESS AND BLOODY,0
691,gooooooooooooooooooooood.,1
692,hahah man gigglez?! i think it was kinda girly,1
693,hehehehe(:,0
694,Hey  suck it hoe.,1
695,HOW WOULD THAT GUY IN THE BACK WITH BLUE KNOW ME I DONT EVEN KNOW HIM,0
696, want fuck. sexin!,1
697,i hate you like hell,1
698,I am NOT a baby  you jerk off!,1
699,I do too know you like that motherfucker.,1
700,i dont care for u,1
701,I know you love people dont lie,0
702,I love  you go away,1
703,I see (:,0
704,I'm only 2 months younger than you.,0
705,i'm not sorry. and i hate you.,1
706,I've been asked that question like 13 times,0
707,If you won a million dollars what would you do with it?,0
708,i hate people like you.,1
709,im okay ,0
710,like who?,0
711,lol :) xxx,0
712,Lololololololol,0
713,massage my back and feed me grapes bitch,1
714,My home page  it's all of your shit.,1
715,nawh man i hate you.,1
716,NIGGERS NIGGERS NIGGERS BALLS BALLS TITTIES DICK SUCKING FAGGOT SHIT NIGGER ASSFUCK TITTIES FUCK u NIGGERS,1
717,u niggers fuck,1
718,No. You bring ME some. I reallly want some.,0
719,nosy people like you!,1
720,not even michaela?,0
721,oh shit  all your questions are back!,0
722,PRANK CALL THIS PERSON nd fuck him. his  NAME IS MELODY,1
723,r u gay?,1
724,RRRRRRAAAAAAAAAAAAAAAAAAAPWEEEEEEEEEEEEE@!!!!!!@..!,0
725,Shatap u son of bitch,1
726,so victor i want to go tree climbing got any tips.. ehhhhhhhhhhhhhhhhhhhhhhhhhhh get it,0
727,Stop stealing my man ):,1
728,sure  i jus got my account back from being hacked and it has a  credit card on it now,0
729,that's much better!,0
730,The beach is fucking shit  you're my daddy  and soccer is for faggots.,1
731,u r like  DOUCHEBAGS,1
732,u gay?,1
733,u gay?,1
734,vv ill kick ur ass,1
735,was it the last one who u where with,0
736,What was the best job you've ever had?,0
737,who asks people if they know me why do i see it all the time who is it that cares,0
738,who do you think is the prettiest junior?,0
739,why dont you tell me you love me when you do me,0
740,XoxoAshleyxo and I are okay now though. No more threats so your back up will not be needed.,1
741,Yeah  and thanks for having my back the next time someone tells me their going to kill me.,0
742,Yeah next time she threatens to kill me  dont stand up for her. i will kill u then =/,1
743,You are such a faggot for going to EDC god damn it. Almost as much of a bitch as Thad  but no where near Zach at least.,1
744,you give me butterflies!r :)r hahha hate you foolio.,1
745,you need a formspring dude..,0
746,You suck dick.,1
747,You suck V4G,1
748,you're a babbyy tiny pussy!,1
749,YOU'RE RETARDED NEVER MIND.,1
750,You're so gay.,1
751,You're supposed to back me up when I threaten to kill someone.,1
752,your picture is damn sexy,1
753,Your picture looks photo shopped. u r not that beauty..,1
754,am i gay,1
755,And you are no virgin!!! LIES LIES!,1
756,are you a virgin?,1
757,Are you gay?,1
758,ASHLEYBBY. Why are you so fantastic? ^.^,0
759,ashleys a nice girl  dont mess with her u  weirdos punk,1
760,but ashley! its Robert. and you know i have cravings to eat your  childrenD:,1
761,can i eat your baby?,1
762,colton wants his blowjob,1
763,did u play gabe?,0
764,do u like sex,1
765,do you like pussy?,1
766,Does Armpit Sex turn you on?,1
767,Get on yo knees for meh? :3,1
768,give me head,1
769,hey  maybe try asking a question next time? like  will you jizz in my pants? (;0,1
770,HEY BETCH. wanna not be a lil slut?! please oh lordy STOP CUTTIN EYES AT ME!r cus she want me dead (;0,1
771,Hi my name is Andrew and I want to fuck your brains out you hoe,1
772,how many babies have you ate?,1
773,how many dicks fit in your vagina?,1
774,I TOLD YOU THAT FORMSPRING STUFF WASNT ME!!!!!!! >.<,0
775,i want you dead.,1
776,If an energetic midget sloth decided to steal your ipod and pee on it while you were sleeping  what would you do when you woke up?,1
777,im the 200th question bitchs! fuck u bitch  xDD,1
778,Is it true you kissed that ugly Cody kid!?!,1
779,u r jerrrk.,1
780,lalalalaaaa this is not a question! :O,0
781,u likee dick ?,1
782,mr. getonyournees person... you are scary nd stupidD:,1
783,oh so i'm not cool enough to be on your top ten?,0
784,On a 1 to 10 how mad would you be at me if I were to rape you?,1
785,u peed on pant!,1
786,ROFL you fail like bitch! :),1
787,Slut like u r *insert winky face here*,1
788,So would you rather fuck/suck/touch my dick? if its all of the above lets go out,1
789,What lip did u get pierced O.o?? ;),0
790,what would you after bj?? :D,1
791,What would you do if i had sex with your leg?,1
792,When are we gonna go out for fuck! =[,1
793,When was the last time you maturbated?,1
794,why so mean to ree? coz u re mean,1
795,Why would you hurt him like that? That's uncool.,1
796,will you bj me now?,1
797,wtf  you got 2 b the freakiest bitch.,1
798,y is the sky blue?,0
799,You remind me of dick,1
800,you think someone should have to compete for the girl they love,0
801,your a virgin ,1
802,caan you go get me some pussy or u wanna give urs?,1
803,Do you want me to give bj ????!?!?!?!?!,1
804,Eat my ass ;),1
805,how big is your penis? -@rigelATTEMPTS n__n,1
806,i have to hurry up and finish so i can continue. >.<,0
807,I'm finished. so whats your favourite car?,0
808,i hate u? :3,1
809,i love u. :3,0
810,i love you so much :),0
811,LETS HAVE SEX  /LOL JKS YOU HAVE BLUE WFFLE. :3,1
812,okay the raping u will begin. in 3..2...1,1
813,Sex sex sex spam spam spam fuck bitch,1
814,suck me fucker. hahahahahahhahha yeah yeah like that yeah OH OH OH SIMOA! -@rigelATTEMPTS,1
815,You an your sexy cookie  are at the top of the food cahin babehh . want ur pussy>:D,1
816,YOUR BACKGROUND born CREEPS #just saying,1
817,heeyyyyyyy my honey will u b my sexy bitch valentine??,1
818,I think that its the Nick Young saying all that stupid shiz,1
819,A jaffa cake is NOT a biscuit it is a cake.,0
820,Are you saying that Rosie dont knows what her sexuality is?! oh god.,1
821,As long as you dont get chlamydia LOL,1
822,DEFINE YOUR SEXUALITY?,1
823,did you just fart ? beacause you blew me away ;),1
824,Did you watch Gok Fashion Fix this lovely sunday morning ? i did  personally i thought it was shit.,0
825,do you own a vibrating toy ;),1
826,Do you stroke your pussyr r CAT?,1
827,DO YOU WANT pussy?!,1
828,don't lie. u r a stupid.,1
829,Ever had a 3way?,1
830,ever seen the movie imagine me and you? i thought it was adorable!,0
831,First thing you will save in a fire?,0
832,Have you ever stolen anything from a store or from someone?,1
833,hugs?,0
834,i asked that question :D u have to guess ! ..IM TESTING YOU!!,0
835,i just got home from school and the gym... i kick ass... ;-),0
836,i say 'love u   you say? ;-),0
837,I say 'Sex with u'  you say? ;-),1
838,I still wonder.,0
839,i would eat a whole packet of cakes yes  i ate a big tub of ice cream didnt i? :),0
840,If Jimmy cracks corn and no one cares  why is there a song about him?,0
841,IT MEANS NOTHING TO ME ANYMORE BECAUSE ,0
842,mint gum or bubble gum?,0
843,OMG YOU WAS ON SKINS REEEETS? I MEAN I ACTUALLY SAW YOU JIZZZ MUCH.,1
844,YOU AGREE YES?,0
845,u walking around  for whores. LOL,1
846,TELL LOUISE TO STOP MAKING OUT LIKE IT'S ME!!!!,1
847,Thanks alot  but the person would NEVERRRR fall for me there is no chance ,0
848,Think about . What does it sound like to you?,0
849,Wanna Fuck?,1
850,what amazes you?,0
851,What do you think of Canada  and it's canadians? ;),0
852,what if i told you i was a spy? ;-),0
853,which u chose  being bullied or being ignored? :-(,1
854,Would you ever meet someone from online just for sex?,1
855,Would you rather spend life in prison or be executed?,1
856,yo banging that chick tonight?,1
857,your a dirty bitch int ya?,1
858,your questions seem to be getting more and more perverted. seriously - secondhand embarassment much D: hehe,1
859,bitchh you cuuldnt kill a catepilar  lmfao.. but i`ll make sure too send you a pic of my new tat ahaha!,1
860,What are ur fantisiess,0
861,WOULD U EVA GIV HEAD,1
862,WTF U WAZ just single who yu fucking now?,1
863,u bitch fuck u lol VVV,1
864,AJULA NO DONT FUKIN TALK To HERRR. she is a slut! VVV,1
865,And still today you ain do shit....SAD v stfu Rachel yo ass look like a damn piqq...lala your a dissappointment...yo sister  gonna get playd by that dudes nabrente...just saying =)),1
866,aujala is the bigest piece of shit evaaa,1
867,Bet yu wont touch her hoe cus if you do you got it coming her way bitch,1
868,Bitchhh this ain no trickk jus know tht wood be yo momma ha momma and dare you to step to her agen betchu you won't win TRANNY,1
869,Bryans actually really ugly lol but w/e everyone has there own taste,1
870,bryans really ugly lmao ewwwww,1
871,bryans uglyyy!! dum hoe 5/19/10 aha yu guys make a ugly couple!,1
872,cj is gay,1
873,Hahaha   whyy yu callin him fag ? though he is a fag . vvv,1
874,Hey aujala i want ur tits,1
875,heyy gorgeous its jessicaaa dont bother about them i still love you ;],0
876,how does it feel to have a hoe for a sister?,1
877,I fucking lovee yur sexy ass (:,1
878,i herd u fuked karone in 6 grade,1
879,i love my sister aujalaaaaa:) want to fuck her,1
880,i love you sisssssy:),0
881,i neva asked tew b ur friend betch! stopp formspringin mi pussi ahh hoe bring ur stoopid ass self stoopid ass dramma sumwhere else. KAYKAY. stoopid ugly lukin trick!,1
882,if he breaks yur heart ; i break his dickk (:,1
883,it's not even a big deal who this is and y would u be scared to say the names of the ppl u fuck.,1
884,Lalaa you talk so much shit on here and you still have not stepped to amber like you said you were you fucking transvestite MAN up,1
885,LOL I danced wit him afta yu left las nite...and I heard tht some grl was dancn wiff jeffery and he got wet AND had a boner,1
886,fuck ur dad,1
887,Oh bitch you can't hide cus I'm gonna find you and we gon have a problem hoe,1
888,oh yeah and btw,0
889,omar u ugly,1
890,peyton (ugly wite skranyy hoeish  stank  wannabe kassie) is fake azz hell.,1
891,she ot me right by her side bitch! an at least i can show my dam info pussyyy ass V,1
892,STFU dumm bitches . Hopp off her shitt . Her  Bryann aree perfectooo for eachother lmfao . lovee yuu sexy mama <3,1
893,stupid bitchhh,1
894,U A HOE.!,1
895,U guys need are gay hopp off matts dick :),1
896,u so ugliii ew hoe ghet a lyfe ,1
897,um da gurl dat hangs wit evelyn her name is katiana..cause i alwayz be hearing u talk about her do u like her and want to fuck her?,1
898,ur mad ugly.,1
